,Title,English,Type,Episodes,Status,Start_Aired,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users
845,Makai Ouji: Devils and Realist,Devils and Realist,TV,12.0,Finished Airing,2013,Doga Kobo,Manga,Comedy,Historical,Josei,24.0,PG-13 - Teens 13 or older,7.021,41689.0
846,Ochame na Futago: Claire Gakuin Monogatari,The Mischevious Twins,TV,26.0,Finished Airing,1991,TMS Entertainment,Novel,Comedy,Historical,Kids,25.0,G - All Ages,7.021,1032.0
847,Rekka no Honoo: Final Burning,Flame of Recca Final Burning,Special,1.0,Finished Airing,2004,Pierrot,Manga,Action,Martial Arts,Shounen,32.0,PG-13 - Teens 13 or older,7.021,2467.0
848,Aria the Origination Picture Drama,Aria The Origination Picture Drama,Special,7.0,Finished Airing,2008,Hal Film Maker,Manga,Fantasy,Iyashikei,Shounen,7.0,G - All Ages,7.021,4770.0
849,Cardfight!! Vanguard,Cardfight!! Vanguard,TV,65.0,Finished Airing,2011,TMS Entertainment,Original,Action,Mythology,Shounen,24.0,PG-13 - Teens 13 or older,7.021,25216.0
850,Danball Senki W,LBX Little Battlers eXperience Season 2,TV,58.0,Finished Airing,2012,OLM,Game,Action,Mecha,Kids,20.0,G - All Ages,7.021,2746.0
851,Hayate no Gotoku! Cuties,Hayate the Combat Butler! Cuties,TV,12.0,Finished Airing,2013,Manglobe,Manga,Comedy,Harem,Shounen,24.0,PG-13 - Teens 13 or older,7.021,19195.0
852,Kamigami no Asobi,Kamigami no Asobi,TV,12.0,Finished Airing,2014,Brain's Base,Visual novel,Fantasy,Isekai,Shoujo,23.0,PG-13 - Teens 13 or older,7.021,61985.0
853,Yuragi-sou no Yuuna-san,Yuuna and the Haunted Hot Springs,TV,12.0,Finished Airing,2018,Xebec,Manga,Comedy,Harem,Shounen,23.0,R+ - Mild Nudity,7.021,113865.0
854,Stranger: Mukou Hadan Pilot,Sword of the Stranger Pilot,Special,1.0,Finished Airing,2009,Bones,Original,Action,Historical,Seinen,3.0,R - 17+ (violence & profanity),7.011,4352.0
855,Terra Formars,Terraformars,TV,13.0,Finished Airing,2014,LIDENFILMS,Manga,Action,Gore,Seinen,24.0,R - 17+ (violence & profanity),7.011,110489.0
856,Uta no☆Prince-sama♪ Maji Love Revolutions,Uta no Prince Sama Revolutions,TV,13.0,Finished Airing,2015,A-1 Pictures,Visual novel,Comedy,Idols (Male),Shoujo,24.0,PG-13 - Teens 13 or older,7.011,24046.0
857,Dance in the Vampire Bund,Dance in the Vampire Bund,TV,12.0,Finished Airing,2010,Shaft,Manga,Action,Vampire,Seinen,24.0,R+ - Mild Nudity,7.011,104226.0
858,Astro Boy: Tetsuwan Atom,Astro Boy (2003),TV,50.0,Finished Airing,2003,Tezuka Productions,Manga,Action,Mecha,Kids,24.0,G - All Ages,7.001,10241.0
859,Harukanaru Toki no Naka de: Hachiyou Shou,Haruka Beyond the Stream of Time – A Tale of the Eight Guardians,TV,26.0,Finished Airing,2004,Yumeta Company,Visual novel,Fantasy,Historical,Shoujo,24.0,PG-13 - Teens 13 or older,7.001,7417.0
860,Kokkoku,Kokkoku,TV,12.0,Finished Airing,2018,Geno Studio,Manga,Drama,Psychological,Seinen,23.0,R - 17+ (violence & profanity),7.001,67196.0
861,Maiko-san Chi no Makanai-san,Kiyo in Kyoto From the Maiko House,TV,12.0,Finished Airing,2021,J.C.Staff,Manga,Comedy,Educational,Shounen,25.0,PG-13 - Teens 13 or older,7.001,3415.0
862,"Ore, Tsushima","I, Tsushima",TV,12.0,Finished Airing,2021,"Fanworks, Space Neko Company",Manga,Comedy,Pets,Seinen,1.0,PG-13 - Teens 13 or older,7.001,6926.0
863,To LOVE-Ru,To LOVE Ru,TV,26.0,Finished Airing,2008,Xebec,Manga,Comedy,Harem,Shounen,24.0,R+ - Mild Nudity,7.001,304503.0
864,Watashi ga Motete Dousunda,"Kiss Him, Not Me!",TV,12.0,Finished Airing,2016,Brain's Base,Manga,Comedy,Otaku Culture,Shoujo,23.0,PG-13 - Teens 13 or older,7.001,206377.0
865,Monster Musume no Iru Nichijou,Monster Musume Everyday Life with Monster Girls,TV,12.0,Finished Airing,2015,Lerche,Manga,Comedy,Anthropomorphic,Seinen,23.0,R+ - Mild Nudity,6.991,399955.0
866,Princess Princess,Princess Princess,TV,12.0,Finished Airing,2006,Studio Deen,Manga,Comedy,Crossdressing,Shoujo,24.0,PG-13 - Teens 13 or older,6.991,28391.0
867,Elf wo Karu Mono-tachi,Those Who Hunt Elves,TV,12.0,Finished Airing,1996,"Group TAC, Amuse",Manga,Adventure,Isekai,Shounen,24.0,PG-13 - Teens 13 or older,6.991,10022.0
868,Kaibutsu Oujo,Princess Resurrection,TV,25.0,Finished Airing,2007,Madhouse,Manga,Action,Vampire,Shounen,24.0,PG-13 - Teens 13 or older,6.991,28095.0
869,Air Master,Air Master,TV,27.0,Finished Airing,2003,Toei Animation,Manga,Action,Martial Arts,Seinen,24.0,R - 17+ (violence & profanity),6.981,15542.0
870,Danball Senki,LBX Little Battlers eXperience,TV,44.0,Finished Airing,2011,OLM,Game,Action,Mecha,Kids,23.0,G - All Ages,6.981,4113.0
871,Gakuen Senki Muryou,Shingu Secret of the Stellar Wars,TV,26.0,Finished Airing,2001,Madhouse,Original,Adventure,Mecha,Shounen,25.0,PG-13 - Teens 13 or older,6.981,1787.0
872,Muteki Choujin Zanbot 3,Invincible Superman Zanbot 3,TV,23.0,Finished Airing,1977,Sunrise,Original,Action,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.981,1390.0
873,Tottoko Hamtarou,Hamtaro,TV,296.0,Finished Airing,2000,TMS Entertainment,Manga,Adventure,Anthropomorphic,Kids,25.0,G - All Ages,6.981,27673.0
874,Bessatsu Olympia Kyklos,Extra Olympia Kyklos,TV,24.0,Finished Airing,2020,Gosay Studio,Manga,Comedy,Historical,Seinen,5.0,PG-13 - Teens 13 or older,6.971,6028.0
875,Fukumenkei Noise,Anonymous Noise,TV,12.0,Finished Airing,2017,Brain's Base,Manga,Drama,Music,Shoujo,23.0,PG-13 - Teens 13 or older,6.971,45868.0
876,Keppeki Danshi! Aoyama-kun,Clean Freak! Aoyama-kun,TV,12.0,Finished Airing,2017,Studio Hibari,Manga,Comedy,Gag Humor,Seinen,23.0,PG-13 - Teens 13 or older,6.971,74773.0
877,Kyuuketsuhime Miyu,Vampire Princess Miyu,OVA,4.0,Finished Airing,1988,AIC,Manga,Action,Mythology,Shoujo,28.0,PG-13 - Teens 13 or older,6.971,7631.0
878,Lupin III: Lupin vs. Fukusei-ningen,Lupin III The Secret of Mamo,Movie,1.0,Finished Airing,1978,Tokyo Movie Shinsha,Manga,Action,Adult Cast,Seinen,102.0,R+ - Mild Nudity,6.971,6388.0
879,Sakura Trick,Sakura Trick,TV,12.0,Finished Airing,2014,Studio Deen,4-koma manga,Comedy,School,Seinen,24.0,PG-13 - Teens 13 or older,6.971,115170.0
880,Thermae Romae,Thermae Romae,TV,3.0,Finished Airing,2012,"Gonzo, DLE",Manga,Comedy,Historical,Seinen,24.0,PG-13 - Teens 13 or older,6.971,11685.0
881,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Naruto The Magic Genie and the Three Wishes,Movie,1.0,Finished Airing,2010,Pierrot,Original,Action,Martial Arts,Shounen,14.0,PG-13 - Teens 13 or older,6.961,24239.0
882,Porphy no Nagai Tabi,The Orphans of Simitra,TV,52.0,Finished Airing,2008,Nippon Animation,Novel,Drama,Historical,Kids,24.0,PG - Children,6.961,501.0
883,A-Channel: +A-Channel,A-Channel +A-Channel,Special,11.0,Finished Airing,2011,Studio Gokumi,4-koma manga,Comedy,CGDCT,Seinen,2.0,PG-13 - Teens 13 or older,6.961,9440.0
884,Kaibutsu Oujo: Konsui Oujo,Princess Comatose,Special,1.0,Finished Airing,2008,Madhouse,Manga,Action,Vampire,Shounen,23.0,PG-13 - Teens 13 or older,6.961,5014.0
885,Gravitation,Gravitation,TV,13.0,Finished Airing,2000,Studio Deen,Manga,Boys Love,Music,Shoujo,22.0,PG-13 - Teens 13 or older,6.951,62459.0
886,Ninja Senshi Tobikage,Ninja Robots,TV,43.0,Finished Airing,1985,Pierrot,Original,Adventure,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.951,1401.0
887,Peach Girl,Peach Girl Super Pop Love Hurricane,TV,25.0,Finished Airing,2005,Studio Comet,Manga,Drama,School,Shoujo,24.0,PG-13 - Teens 13 or older,6.951,48836.0
888,Tsukuyomi: Moon Phase,Tsukuyomi Moon Phase,TV,25.0,Finished Airing,2004,Shaft,Manga,Comedy,Vampire,Seinen,24.0,PG-13 - Teens 13 or older,6.951,29053.0
889,Mahou Sensei Negima!,Negima!,TV,26.0,Finished Airing,2005,Xebec,Manga,Comedy,Harem,Shounen,23.0,PG-13 - Teens 13 or older,6.941,62222.0
890,Meitantei Conan: Zero no Tea Time,Detective Conan Zero's Tea Time,TV,6.0,Finished Airing,2022,TMS Entertainment,Manga,Slice of Life,Detective,Shounen,15.0,PG-13 - Teens 13 or older,6.941,3262.0
891,One Punch Man 2nd Season Commemorative Special,One Punch Man 2nd Season Commemorative Special,Special,1.0,Finished Airing,2019,J.C.Staff,Web manga,Action,Parody,Seinen,24.0,R - 17+ (violence & profanity),6.941,23292.0
892,Shin Hokuto no Ken,New Fist of the North Star,OVA,3.0,Finished Airing,2003,A.C.G.T.,Novel,Action,Martial Arts,Shounen,58.0,R+ - Mild Nudity,6.941,5695.0
893,A-Channel,A-Channel,TV,12.0,Finished Airing,2011,Studio Gokumi,4-koma manga,Comedy,Iyashikei,Seinen,24.0,PG-13 - Teens 13 or older,6.941,43008.0
894,Back Street Girls: Gokudolls,Back Street Girls Gokudols,TV,10.0,Finished Airing,2018,J.C.Staff,Manga,Comedy,Magical Sex Shift,Seinen,24.0,R - 17+ (violence & profanity),6.941,69463.0
895,Keijo!!!!!!!!,Keijo!!!!!!!!,TV,12.0,Finished Airing,2016,Xebec,Manga,Sports,Combat Sports,Shounen,23.0,PG-13 - Teens 13 or older,6.941,182023.0
896,Furusato Saisei: Nippon no Mukashibanashi,Folktales from Japan,TV,258.0,Finished Airing,2012,Tomason,Other,Supernatural,Historical,Kids,24.0,G - All Ages,6.931,2656.0
897,Lupin III: Lupin wa Ima mo Moete Iru ka?,Lupin the Third Is Lupin Still Burning?,OVA,1.0,Finished Airing,2018,TMS Entertainment,Manga,Action,Adult Cast,Seinen,27.0,PG-13 - Teens 13 or older,6.931,1815.0
898,Pita Ten,Pita-Ten,TV,26.0,Finished Airing,2002,Madhouse,Manga,Comedy,School,Shounen,24.0,G - All Ages,6.931,10233.0
899,Tiger Mask W,Tiger Mask W,TV,38.0,Finished Airing,2016,Toei Animation,Manga,Action,Combat Sports,Shounen,23.0,PG-13 - Teens 13 or older,6.931,7736.0
900,Koisuru Tenshi Angelique: Kagayaki no Ashita,Loving Angel Angelique Radiant Tomorrow,TV,12.0,Finished Airing,2007,Satelight,Game,Drama,Reverse Harem,Shoujo,24.0,PG-13 - Teens 13 or older,6.921,3178.0
901,SF Saiyuuki Starzinger,Spaceketeers,TV,73.0,Finished Airing,1978,Toei Animation,Original,Adventure,Mecha,Shounen,25.0,G - All Ages,6.921,855.0
902,Lupin III: The Last Job,Lupin III The Last Job,Special,1.0,Finished Airing,2010,TMS Entertainment,Manga,Action,Adult Cast,Seinen,92.0,PG-13 - Teens 13 or older,6.911,2518.0
903,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Macross 7 The Galaxy is Calling Me,Movie,1.0,Finished Airing,1995,Production Reed,Original,Action,Mecha,Shounen,33.0,PG-13 - Teens 13 or older,6.911,4084.0
904,Rockman.EXE,MegaMan NT Warrior,TV,56.0,Finished Airing,2002,Xebec,Game,Action,Mecha,Shounen,21.0,PG-13 - Teens 13 or older,6.911,18563.0
905,Anmitsu Hime,Princess Anmitsu,TV,51.0,Finished Airing,1986,Pierrot,Manga,Comedy,Historical,Shoujo,24.0,G - All Ages,6.911,272.0
906,Koukaku Kidoutai: SAC_2045 Season 2,Ghost in the Shell SAC_2045 Season 2,ONA,12.0,Finished Airing,2022,"Production I.G, Sola Digital Arts",Manga,Action,Adult Cast,Seinen,24.0,R - 17+ (violence & profanity),6.911,2375.0
907,Koukou Tekken-den Tough,Shootfighter Tekken,OVA,3.0,Finished Airing,2002,AIC,Manga,Action,Martial Arts,Shounen,45.0,R - 17+ (violence & profanity),6.911,1507.0
908,Kyokou Suiri,In/Spectre,TV,12.0,Finished Airing,2020,Brain's Base,Manga,Mystery,Mythology,Shounen,24.0,R - 17+ (violence & profanity),6.911,173444.0
909,Battle Athletess Daiundoukai (TV),Battle Athletes Victory,TV,26.0,Finished Airing,1997,AIC,Original,Action,School,Shounen,22.0,PG - Children,6.901,3182.0
910,Busou Shoujo Machiavellianism,Armed Girl's Machiavellism,TV,12.0,Finished Airing,2017,"SILVER LINK., Connect",Manga,Action,School,Shounen,23.0,PG-13 - Teens 13 or older,6.901,187899.0
911,Kinnikuman II Sei,Ultimate Muscle,TV,51.0,Finished Airing,2002,Toei Animation,Manga,Action,Combat Sports,Shounen,24.0,PG-13 - Teens 13 or older,6.901,8257.0
912,Koe de Oshigoto! The Animation,Koe de Oshigoto!,OVA,2.0,Finished Airing,2010,Studio Gokumi,Manga,Comedy,Otaku Culture,Seinen,30.0,R+ - Mild Nudity,6.901,41881.0
913,Koroshi Ai,Love of Kill,TV,12.0,Finished Airing,2022,Platinum Vision,Manga,Action,Adult Cast,Josei,23.0,R - 17+ (violence & profanity),6.901,45810.0
914,Samurai Deeper Kyou,Samurai Deeper Kyo,TV,26.0,Finished Airing,2002,Studio Deen,Manga,Adventure,Historical,Shounen,24.0,PG-13 - Teens 13 or older,6.901,25843.0
915,Vampire Knight,Vampire Knight,TV,13.0,Finished Airing,2008,Studio Deen,Manga,Drama,Love Polygon,Shoujo,24.0,PG-13 - Teens 13 or older,6.901,336207.0
916,Servamp,SERVAMP,TV,12.0,Finished Airing,2016,"Brain's Base, Platinum Vision",Manga,Action,Vampire,Josei,24.0,R - 17+ (violence & profanity),6.891,108144.0
917,Tenjou Tenge,Tenjho Tenge,TV,24.0,Finished Airing,2004,Madhouse,Manga,Action,Martial Arts,Shounen,23.0,R - 17+ (violence & profanity),6.891,87508.0
918,Yesterday wo Utatte,"Sing ""Yesterday"" for Me",TV,12.0,Finished Airing,2020,Doga Kobo,Manga,Drama,Love Polygon,Seinen,23.0,PG-13 - Teens 13 or older,6.891,129445.0
919,Amatsuki,Amatsuki,TV,13.0,Finished Airing,2008,Studio Deen,Manga,Action,Historical,Shoujo,23.0,PG-13 - Teens 13 or older,6.891,25654.0
920,Healin' Good♡Precure,Healin' Good Pretty Cure,TV,45.0,Finished Airing,2020,Toei Animation,Original,Action,Mahou Shoujo,Shoujo,24.0,G - All Ages,6.891,2810.0
921,Kyoukai no Rinne,RIN-NE,TV,25.0,Finished Airing,2015,Brain's Base,Manga,Comedy,School,Shounen,24.0,PG-13 - Teens 13 or older,6.891,31497.0
922,Ougon Yuusha Goldran,The Brave of Gold Goldran,TV,48.0,Finished Airing,1995,Sunrise,Original,Action,Mecha,Shounen,24.0,G - All Ages,6.881,562.0
923,Dennou Boukenki Webdiver,Brain Adventure Record Webdiver,TV,52.0,Finished Airing,2001,Nippon Animation,Original,Adventure,Mecha,Shounen,24.0,PG - Children,6.881,938.0
924,Denpa Kyoushi,Ultimate Otaku Teacher,TV,24.0,Finished Airing,2015,A-1 Pictures,Manga,Comedy,Otaku Culture,Shounen,23.0,PG-13 - Teens 13 or older,6.881,66584.0
925,B-gata H-kei,Yamada's First Time B Gata H Kei,TV,12.0,Finished Airing,2010,Hal Film Maker,4-koma manga,Comedy,School,Seinen,24.0,R+ - Mild Nudity,6.871,209754.0
926,Cello Hiki no Gauche (1982),Gauche the Cellist,Movie,1.0,Finished Airing,1982,Oh! Production,Book,Drama,Music,Kids,63.0,G - All Ages,6.871,5096.0
927,Shin Tenchi Muyou!,Tenchi in Tokyo,TV,26.0,Finished Airing,1997,AIC,Original,Comedy,Harem,Shounen,23.0,PG-13 - Teens 13 or older,6.871,17296.0
928,Nande Koko ni Sensei ga!? Special,"Why the Hell are You Here, Teacher!? Thirteenth Period",Special,1.0,Finished Airing,2019,Tear Studio,Manga,Comedy,School,Seinen,11.0,R+ - Mild Nudity,6.861,29452.0
929,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,Naruto Hidden Leaf Village Grand Sports Festival,Special,1.0,Finished Airing,2004,Pierrot,Original,Action,Martial Arts,Shounen,11.0,PG-13 - Teens 13 or older,6.861,41681.0
930,Ninja Hattori-kun,Ninja Hattori-kun,TV,694.0,Finished Airing,1981,Shin-Ei Animation,Manga,Comedy,Martial Arts,Shounen,10.0,G - All Ages,6.861,6280.0
931,Sakura Taisen: Gouka Kenran,Sakura Wars The Gorgeous Blooming Cherry Blossoms,OVA,6.0,Finished Airing,1999,Radix,Game,Adventure,Mecha,Shounen,30.0,PG-13 - Teens 13 or older,6.861,1579.0
932,A-Channel: Nabe wo Tabeyou,A-Channel Let's Eat Hot Pot,Special,1.0,Finished Airing,2017,Studio Gokumi,4-koma manga,Comedy,CGDCT,Seinen,23.0,PG-13 - Teens 13 or older,6.861,2801.0
933,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,Glass Mask The Girl of a Thousand Masks,OVA,3.0,Finished Airing,1998,Tokyo Movie Shinsha,Manga,Drama,Performing Arts,Shoujo,45.0,PG-13 - Teens 13 or older,6.861,726.0
934,Ichigo 100% OVA,Ichigo 100% Original DVD Animation,OVA,4.0,Finished Airing,2005,Madhouse,Manga,Comedy,Harem,Shounen,29.0,PG-13 - Teens 13 or older,6.861,14543.0
935,Jitsu wa Watashi wa,"Actually, I am...",TV,13.0,Finished Airing,2015,TMS Entertainment,Manga,Comedy,School,Shounen,23.0,PG-13 - Teens 13 or older,6.861,118397.0
936,Kaze to Ki no Uta Sanctus: Sei Naru Kana,The Poem of Wind and Trees,OVA,1.0,Finished Airing,1987,Triangle Staff,Manga,Boys Love,Historical,Shoujo,59.0,PG-13 - Teens 13 or older,6.861,6432.0
937,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,Jubei-chan 2 The Counterattack of Siberia Yagyu,TV,13.0,Finished Airing,2004,Madhouse,Original,Adventure,Martial Arts,Shounen,25.0,PG-13 - Teens 13 or older,6.851,4098.0
938,Kill Me Baby,Kill Me Baby,TV,13.0,Finished Airing,2012,J.C.Staff,4-koma manga,Comedy,Gag Humor,Seinen,24.0,PG-13 - Teens 13 or older,6.851,47504.0
939,Kimi no Iru Machi,A Town Where You Live,TV,12.0,Finished Airing,2013,Gonzo,Manga,Drama,Love Polygon,Shounen,20.0,R+ - Mild Nudity,6.851,60332.0
940,Sakura Taisen,Sakura Wars,TV,25.0,Finished Airing,2000,Madhouse,Game,Adventure,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.851,7510.0
941,Yu☆Gi☆Oh! Zexal Second,Yu-Gi-Oh! Zexal II,TV,73.0,Finished Airing,2012,Gallop,Manga,Action,Strategy Game,Shounen,23.0,PG-13 - Teens 13 or older,6.851,19209.0
942,3D Kanojo: Real Girl,Real Girl,TV,12.0,Finished Airing,2018,Hoods Entertainment,Manga,Romance,School,Shoujo,22.0,PG-13 - Teens 13 or older,6.841,151543.0
943,Akkun to Kanojo,My Sweet Tyrant,TV,25.0,Finished Airing,2018,Yumeta Company,Manga,Comedy,School,Josei,3.0,PG-13 - Teens 13 or older,6.841,69914.0
944,Devils Line,Devils' Line,TV,12.0,Finished Airing,2018,Platinum Vision,Manga,Action,Vampire,Seinen,24.0,R - 17+ (violence & profanity),6.841,102115.0
945,Fushigi Yuugi: Eikouden,Mysterious Play Eikoden,OVA,4.0,Finished Airing,2001,Pierrot,Manga,Adventure,Isekai,Shoujo,30.0,PG-13 - Teens 13 or older,6.841,8738.0
946,Majimoji Rurumo,Magimoji Rurumo,TV,12.0,Finished Airing,2014,J.C.Staff,Manga,Comedy,School,Shounen,24.0,PG-13 - Teens 13 or older,6.841,30427.0
947,Shin Tennis no Ouji-sama: U-17 World Cup,The Prince of Tennis II U-17 World Cup,TV,13.0,Currently Airing,2022,"M.S.C, Studio Kai",Manga,Sports,School,Shounen,23.0,PG-13 - Teens 13 or older,6.841,1168.0
948,Pokemon Sun & Moon,Pokémon the Series Sun & Moon,TV,146.0,Finished Airing,2016,OLM,Game,Action,School,Kids,24.0,PG - Children,6.831,51378.0
949,Recorder to Randoseru Re♪,Recorder and Randsell Re,TV,13.0,Finished Airing,2012,Seven,4-koma manga,Comedy,School,Seinen,3.0,PG-13 - Teens 13 or older,6.831,16533.0
950,Wata no Kuni Hoshi,Fantasy of a Kitten,Movie,1.0,Finished Airing,1984,Mushi Production,Manga,Drama,Pets,Shoujo,96.0,G - All Ages,6.831,1825.0
951,Cyborg 009 (TV),Cyborg 009,TV,26.0,Finished Airing,1968,Toei Animation,Manga,Action,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.831,1929.0
952,Dagashi Kashi 2,Dagashi Kashi 2,TV,12.0,Finished Airing,2018,Tezuka Productions,Manga,Comedy,Romantic Subtext,Shounen,12.0,PG-13 - Teens 13 or older,6.831,65132.0
953,Dragon Ball Movie 3: Makafushigi Daibouken,Dragon Ball Mystical Adventure,Movie,1.0,Finished Airing,1988,Toei Animation,Manga,Action,Super Power,Shounen,45.0,PG-13 - Teens 13 or older,6.831,28501.0
954,Ganbare! Kickers,Fight! Kickers,TV,23.0,Finished Airing,1986,Pierrot,Manga,Comedy,Team Sports,Kids,23.0,G - All Ages,6.831,5590.0
955,Hakaima Sadamitsu,Sadamitsu the Destroyer,TV,10.0,Finished Airing,2001,Studio Deen,Manga,Action,Mecha,Seinen,22.0,R - 17+ (violence & profanity),6.831,2276.0
956,Kakutou Bijin Wulong: Rebirth,Fighting Beauty Wulong Rebirth,TV,25.0,Finished Airing,2006,TMS Entertainment,Manga,Action,Martial Arts,Shounen,25.0,R - 17+ (violence & profanity),6.831,786.0
957,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,Loving Angel Angelique When Hearts Awaken,TV,13.0,Finished Airing,2006,Satelight,Game,Adventure,Reverse Harem,Shoujo,23.0,PG-13 - Teens 13 or older,6.831,3575.0
958,Doraemon Movie 41: Nobita no Little Star Wars,Doraemon the Movie 2021 Nobita's Space War (Little Star Wars),Movie,1.0,Finished Airing,2022,Shin-Ei Animation,Manga,Adventure,Space,Kids,108.0,PG - Children,6.821,279.0
959,Freezing,Freezing,TV,12.0,Finished Airing,2011,A.C.G.T.,Manga,Action,Harem,Seinen,24.0,R+ - Mild Nudity,6.821,165739.0
960,Honoo no Mirage: Minagiwa no Hangyakusha,Mirage of Blaze Rebels of the River Edge,OVA,3.0,Finished Airing,2004,Madhouse,Light novel,Action,Historical,Shoujo,30.0,R - 17+ (violence & profanity),6.821,3926.0
961,Kannazuki no Miko,Destiny of the Shrine Maiden,TV,12.0,Finished Airing,2004,TNK,Manga,Drama,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.821,29032.0
962,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Blood Blockade Battlefront Even These Are the Worst and Best Days Ever,Special,1.0,Finished Airing,2015,Bones,Manga,Action,Super Power,Shounen,24.0,R - 17+ (violence & profanity),6.821,17414.0
963,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,My Next Life as a Villainess All Routes Lead to Doom! X I Met My Destined One...,OVA,1.0,Finished Airing,2021,SILVER LINK.,Light novel,Comedy,Reincarnation,Shoujo,28.0,PG-13 - Teens 13 or older,6.821,6451.0
964,Sukitte Ii na yo.: Mei and Marshmallow,"Say ""I Love You"". Mei and Marshmallow Meow",Special,10.0,Finished Airing,2012,Zexcs,Manga,Romance,School,Shoujo,1.0,PG-13 - Teens 13 or older,6.821,23201.0
965,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,I’m Standing on a Million Lives Season 2,TV,12.0,Finished Airing,2021,Maho Film,Manga,Drama,Isekai,Shounen,23.0,PG-13 - Teens 13 or older,6.811,59578.0
966,Happy Sugar Life,Happy Sugar Life,TV,12.0,Finished Airing,2018,Ezόla,Manga,Drama,Psychological,Shounen,24.0,R - 17+ (violence & profanity),6.811,121126.0
967,Hyakujuu-Ou GoLion,Voltron Defender of the Universe,TV,52.0,Finished Airing,1981,Toei Animation,Original,Adventure,Mecha,Shounen,23.0,PG-13 - Teens 13 or older,6.811,5549.0
968,Anime 80-nichikan Sekai Isshuu,Around the World with Willy Fog,TV,26.0,Finished Airing,1984,Nippon Animation,Novel,Adventure,Historical,Kids,25.0,G - All Ages,6.801,2596.0
969,Dear Boys,Hoop Days,TV,26.0,Finished Airing,2003,A.C.G.T.,Manga,Drama,Team Sports,Shounen,24.0,PG-13 - Teens 13 or older,6.801,9814.0
